original,name,type,taxid,fuzzy,different
Acinonyx jubatus papillomavirus type 1,Acinonyx jubatus papillomavirus type 1,virus,2358483,false,false
African horse sickness virus,African horse sickness virus,virus,40050,false,false
Alphacoronavirus 1,Alphacoronavirus 1,virus,693997,false,false
Bluetongue virus,Bluetongue virus,virus,40051,false,false
Canine morbillivirus,Canine morbillivirus,virus,11232,false,false
Cardiovirus A,Cardiovirus A,virus,1821749,false,false
Carnivore protoparvovirus 1,Carnivore protoparvovirus 1,virus,1511906,false,false
Cheetah astrovirus 1,Cheetah astrovirus 1,virus,526120,false,false
Cowpox virus,Cowpox virus,virus,10243,false,false
Dabie bandavirus,Dabie bandavirus,virus,2748958,false,false
Felid alphaherpesvirus 1,Felid alphaherpesvirus 1,virus,10334,false,false
Feline calicivirus,Feline calicivirus,virus,11978,false,false
Feline immunodeficiency virus,Feline immunodeficiency virus,virus,11673,false,false
Feline leukemia virus,Feline leukemia virus,virus,11768,false,false
Feline parvovirus,Feline parvovirus,virus,10785,false,false
Lambdapapillomavirus 1,Lambdapapillomavirus 1,virus,181667,false,false
Mamastrovirus 2,Mamastrovirus 2,virus,1239566,false,false
Rabies lyssavirus,Rabies lyssavirus,virus,11292,false,false
Rift Valley fever phlebovirus,Rift Valley fever phlebovirus,virus,1933187,false,false
Gabek phlebovirus,Gabek phlebovirus,virus,2734448,false,false
"Acomys herpesvirus SVMS 226,222","Acomys herpesvirus SVMS 226,222",virus,1032406,false,false
Rodent paramyxovirus,Rodent paramyxovirus,virus,1497434,false,false
Rodent Paramyxovirus LR10-62,Rodent Paramyxovirus LR10-62,virus,1383924,false,false
Rodent Paramyxovirus LR11-113,Rodent Paramyxovirus LR11-113,virus,1383925,false,false
Rodent hepacivirus,Rodent hepacivirus,virus,1281454,false,false
unidentified Reptarenavirus,unidentified Reptarenavirus,virus,1654823,false,false
Manzanilla orthobunyavirus,Manzanilla orthobunyavirus,virus,1933304,false,false
Siadenovirus sp.,Siadenovirus sp.,virus,2671519,false,false
Sandjimba virus,Sandjimba virus,virus,380432,false,false
Sedlec virus,Sedlec virus,virus,1383888,false,false
Rotavirus A,Rotavirus A,virus,28875,false,false
Akabane orthobunyavirus,Akabane orthobunyavirus,virus,1933178,false,false
Alcelaphine gammaherpesvirus 2,Alcelaphine gammaherpesvirus 2,virus,138184,false,false
Bovine alphaherpesvirus 1,Bovine alphaherpesvirus 1,virus,10320,false,false
Bovine fever ephemerovirus,Bovine fever ephemerovirus,virus,1972593,false,false
Bovine orthopneumovirus,Bovine orthopneumovirus,virus,11246,false,false
Bovine respirovirus 3,Bovine respirovirus 3,virus,11215,false,false
Crimean-Congo hemorrhagic fever orthonairovirus,Crimean-Congo hemorrhagic fever orthonairovirus,virus,1980519,false,false
Foot-and-mouth disease virus,Foot-and-mouth disease virus,virus,12110,false,false
Impala herpesvirus 1,Impala herpesvirus 1,virus,299474,false,false
Lumpy skin disease virus,Lumpy skin disease virus,virus,59509,false,false
Pestivirus A,Pestivirus A,virus,2170080,false,false
Rinderpest morbillivirus,Rinderpest morbillivirus,virus,11241,false,false
Bobomene virus,Bobomene virus,virus,1480698,false,false
Rodent Paramyxovirus LR10-73,Rodent Paramyxovirus LR10-73,virus,1383926,false,false
Rodent Paramyxovirus LR11-99,Rodent Paramyxovirus LR11-99,virus,1383927,false,false
Rodent Paramyxovirus MpR12-53,Rodent Paramyxovirus MpR12-53,virus,1383929,false,false
Salanga phlebovirus,Salanga phlebovirus,virus,2734471,false,false
Witwatersrand orthobunyavirus,Witwatersrand orthobunyavirus,virus,2560841,false,false
Agama adenovirus 1 REM-2013,Agama adenovirus 1 REM-2013,virus,1288350,false,false
Avian coronavirus,Avian coronavirus,virus,694014,false,false
Aves polyomavirus 1,Aves polyomavirus 1,virus,1891747,false,false
Psittaciform 1 orthobornavirus,Psittaciform 1 orthobornavirus,virus,1548713,false,false
Eastern equine encephalitis virus,Eastern equine encephalitis virus,virus,11021,false,false
Flanders hapavirus,Flanders hapavirus,virus,1972612,false,false
Ailuropoda melanoleuca polyomavirus 1,Ailuropoda melanoleuca polyomavirus 1,virus,2560288,false,false
Amdoparvovirus sp.,Amdoparvovirus sp.,virus,1908805,false,false
Lesser panda anellovirus,Lesser panda anellovirus,virus,2012640,false,false
Mammalian orthorubulavirus 5,Mammalian orthorubulavirus 5,virus,2560580,false,false
Polyomavirus sp.,Polyomavirus sp.,virus,36362,false,false
Avian paraavulavirus 4,Avian paraavulavirus 4,virus,2560328,false,false
Duck hepatitis B virus,Duck hepatitis B virus,virus,12639,false,false
Fowl aviadenovirus C,Fowl aviadenovirus C,virus,190063,false,false
Avipoxvirus isolate Wisconsin,Avipoxvirus isolate Wisconsin,virus,1294119,false,false
Avipoxvirus sp.,Avipoxvirus sp.,virus,1928336,false,false
Argentinian mammarenavirus,Argentinian mammarenavirus,virus,2169991,false,false
Oliveros mammarenavirus,Oliveros mammarenavirus,virus,42764,false,false
Pixuna virus,Pixuna virus,virus,60876,false,false
Rio Negro virus,Rio Negro virus,virus,332097,false,false
Hantavirus AC210py,Hantavirus AC210py,virus,497342,false,false
Juquitiba virus,Juquitiba virus,virus,430511,false,false
Rodent Torque teno virus 3,Rodent Torque teno virus 3,virus,2054610,false,false
Akodon montensis polyomavirus,Akodon montensis polyomavirus,virus,2163422,false,false
Anopheles B orthobunyavirus,Anopheles B orthobunyavirus,virus,1933176,false,false
Ape Aime-Itapua virus,Ape Aime-Itapua virus,virus,700375,false,false
Hantavirus 2063 Biritiba Mirim,Hantavirus 2063 Biritiba Mirim,virus,587480,false,false
Hantavirus 2071 Biritiba Mirim,Hantavirus 2071 Biritiba Mirim,virus,587484,false,false
Hantavirus Akm6266,Hantavirus Akm6266,virus,714974,false,false
Hantavirus Akm6903,Hantavirus Akm6903,virus,714975,false,false
Hantavirus Akomo/RPR/07-10027/BRA/2006,Hantavirus Akomo/RPR/07-10027/BRA/2006,virus,641886,false,false
Hantavirus Akomo/RPR/07-10028/BRA/2006,Hantavirus Akomo/RPR/07-10028/BRA/2006,virus,641887,false,false
Hantavirus strain Akm6943,Hantavirus strain Akm6943,virus,911298,false,false
Itapua hantavirus,Itapua hantavirus,virus,261204,false,false
Jabora virus,Jabora virus,virus,436077,false,false
Rodent protoparvovirus 3,Rodent protoparvovirus 3,virus,2137545,false,false
Rodent Torque teno virus 4,Rodent Torque teno virus 4,virus,2054611,false,false
Rodent Torque teno virus 5,Rodent Torque teno virus 5,virus,2054612,false,false
Rodent Torque teno virus 7,Rodent Torque teno virus 7,virus,2054614,false,false
Saint Louis encephalitis virus,Saint Louis encephalitis virus,virus,11080,false,false
Araucaria virus,Araucaria virus,virus,308159,false,false
Hantavirus RPR/09-12460,Hantavirus RPR/09-12460,virus,1055451,false,false
Laguna Negra orthohantavirus,Laguna Negra orthohantavirus,virus,1980476,false,false
Bovine alphaherpesvirus 2,Bovine alphaherpesvirus 2,virus,10295,false,false
Ovine gammaherpesvirus 2,Ovine gammaherpesvirus 2,virus,10398,false,false
Alcelaphine gammaherpesvirus 1,Alcelaphine gammaherpesvirus 1,virus,35252,false,false
Alces alces faeces associated circular virus MP65,Alces alces faeces associated circular virus MP65,virus,2219143,false,false
Alces alces faeces associated genomovirus MP111,Alces alces faeces associated genomovirus MP111,virus,2219111,false,false
Alces alces faeces associated genomovirus MP146,Alces alces faeces associated genomovirus MP146,virus,2219112,false,false
Alces alces faeces associated genomovirus MP157,Alces alces faeces associated genomovirus MP157,virus,2219113,false,false
Alces alces faeces associated genomovirus MP43,Alces alces faeces associated genomovirus MP43,virus,2219114,false,false
Alces alces faeces associated genomovirus MP68,Alces alces faeces associated genomovirus MP68,virus,2219115,false,false
Alces alces faeces associated genomovirus MP84,Alces alces faeces associated genomovirus MP84,virus,2219116,false,false
Alces alces faeces associated smacovirus MP78,Alces alces faeces associated smacovirus MP78,virus,2219142,false,false
Bunyamwera orthobunyavirus,Bunyamwera orthobunyavirus,virus,1933179,false,false
California encephalitis orthobunyavirus,California encephalitis orthobunyavirus,virus,1933264,false,false
Caprine gammaherpesvirus 2,Caprine gammaherpesvirus 2,virus,135102,false,false
Deer atadenovirus A,Deer atadenovirus A,virus,2169706,false,false
Deltapapillomavirus 1,Deltapapillomavirus 1,virus,10565,false,false
Orthohepevirus A,Orthohepevirus A,virus,1678143,false,false
Moosepox virus GoldyGopher14,Moosepox virus GoldyGopher14,virus,2340996,false,false
Highlands J virus,Highlands J virus,virus,11024,false,false
Avipoxvirus isolate Spain,Avipoxvirus isolate Spain,virus,1294113,false,false
Bagaza virus,Bagaza virus,virus,64290,false,false
Usutu virus,Usutu virus,virus,64286,false,false
Rodent associated circovirus 4,Rodent associated circovirus 4,virus,2560711,false,false
Rodent coronavirus,Rodent coronavirus,virus,2050018,false,false
Rodent hepacvirus,Rodent hepacvirus,virus,2050015,false,false
Monkeypox virus,Monkeypox virus,virus,10244,false,false
Primate T-lymphotropic virus 1,Primate T-lymphotropic virus 1,virus,194440,false,false
Primate T-lymphotropic virus 3,Primate T-lymphotropic virus 3,virus,194443,false,false
Simian foamy virus,Simian foamy virus,virus,11642,false,false
Simian immunodeficiency virus,Simian immunodeficiency virus,virus,11723,false,false
Enterovirus sp.,Enterovirus sp.,virus,47681,false,false
Simian mastadenovirus F,Simian mastadenovirus F,virus,1986019,false,false
Beilong jeilongvirus,Beilong jeilongvirus,virus,2560345,false,false
Barley yellow dwarf virus PAV,Barley yellow dwarf virus PAV,virus,2169986,false,false
Black grass cryptic virus 1,Black grass cryptic virus 1,virus,1587516,false,false
uncultured alphacryptovirus,unclassified Partitiviridae,virus,37960,true,true
uncultured Partitiviridae sp.,unclassified Partitiviridae,virus,37960,true,true
uncultured varicosavirus,unclassified Varicosavirus,virus,1234611,true,true
Wheat streak mosaic virus,Wheat streak mosaic virus,virus,31741,false,false
Aroa virus,Aroa virus,virus,64303,false,false
Mayaro virus,Mayaro virus,virus,59301,false,false
Yellow fever virus,Yellow fever virus,virus,11089,false,false
Howler monkey associated porprismacovirus 1,Howler monkey associated porprismacovirus 1,virus,2170112,false,false
Una virus,Una virus,virus,59304,false,false
Vaccinia virus,Vaccinia virus,virus,10245,false,false
Dyoomikronpapillomavirus 1,Dyoomikronpapillomavirus 1,virus,1513251,false,false
Zika virus,Zika virus,virus,64320,false,false
Alouatta macconnelli cytomegalovirus,Alouatta macconnelli cytomegalovirus,virus,1881000,false,false
Alouatta palliata cytomegalovirus,Alouatta palliata cytomegalovirus,virus,1881001,false,false
Indiana vesiculovirus,Indiana vesiculovirus,virus,1972577,false,false
Primate bocaparvovirus 1,Primate bocaparvovirus 1,virus,1511871,false,false
Primate erythroparvovirus 1,Primate erythroparvovirus 1,virus,1511900,false,false
Primate tetraparvovirus 1,Primate tetraparvovirus 1,virus,1511913,false,false
Howler monkey adenovirus 1,Howler monkey adenovirus 1,virus,2358482,false,false
Alouatta seniculus cytomegalovirus,Alouatta seniculus cytomegalovirus,virus,1881002,false,false
Simbu orthobunyavirus,Simbu orthobunyavirus,virus,35306,false,false
Cucumber mosaic virus,Cucumber mosaic virus,virus,12305,false,false
Common midwife toad virus,Common midwife toad virus,virus,540070,false,false
Portuguese newt and toad ranavirus,Portuguese newt and toad ranavirus,virus,1585659,false,false
Pyrrhula pyrrhula polyomavirus 1,Pyrrhula pyrrhula polyomavirus 1,virus,1891751,false,false
Parrot bornavirus 8,Parrot bornavirus 8,virus,1871266,false,false
Psittacid alphaherpesvirus 1,Psittacid alphaherpesvirus 1,virus,50294,false,false
Psittacine atadenovirus A,Psittacine atadenovirus A,virus,2003673,false,false
Avipoxvirus isolate New York,Avipoxvirus isolate New York,virus,1294109,false,false
Cacatuid alphaherpesvirus 2,Cacatuid alphaherpesvirus 2,virus,2604840,false,false
Deltacoronavirus B04,Deltacoronavirus B04,virus,1697926,false,false
Frog virus 3,Frog virus 3,virus,10493,false,false
Ambystoma tigrinum virus,Ambystoma tigrinum virus,virus,265294,false,false
Chaco sripuvirus,Chaco sripuvirus,virus,1985694,false,false
Marco hapavirus,Marco hapavirus,virus,1972620,false,false
Sena Madureira sripuvirus,Sena Madureira sripuvirus,virus,1985696,false,false
Sena Maduriera virus,Sena Maduriera virus,virus,1158193,false,false
Timbo virus,Timbo virus,virus,1158191,false,false
Main Drain orthobunyavirus,Main Drain orthobunyavirus,virus,1933303,false,false
Modoc virus,Modoc virus,virus,64300,false,false
Western equine encephalitis virus,Western equine encephalitis virus,virus,11039,false,false
Aoudad malignant catarrhal fever virus,Aoudad malignant catarrhal fever virus,virus,333343,false,false
Akhtuba virus,Akhtuba virus,virus,1539747,false,false
Avastrovirus 1,Avastrovirus 1,virus,1239437,false,false
Avastrovirus 3,Avastrovirus 3,virus,1239439,false,false
Avian metaavulavirus 6,Avian metaavulavirus 6,virus,2560316,false,false
Avian metaavulavirus 8,Avian metaavulavirus 8,virus,2560318,false,false
Avian orthoavulavirus 9,Avian orthoavulavirus 9,virus,2560326,false,false
Reticuloendotheliosis virus,Reticuloendotheliosis virus,virus,11636,false,false
Avian metapneumovirus,Avian metapneumovirus,virus,38525,false,false
Chestnut teal aalivirus,Chestnut teal aalivirus,virus,2759411,false,false
Chestnut teal astrovirus,Chestnut teal astrovirus,virus,2798290,false,false
Chestnut teal chaphamaparvovirus,Chestnut teal chaphamaparvovirus,virus,2759402,false,false
Chestnut teal chaphamaparvovirus 1,Chestnut teal chaphamaparvovirus 1,virus,2759403,false,false
Chestnut teal chaphamaparvovirus 2,Chestnut teal chaphamaparvovirus 2,virus,2759404,false,false
Chestnut teal chaphamaparvovirus 3,Chestnut teal chaphamaparvovirus 3,virus,2759405,false,false
Chestnut teal megrivirus,Chestnut teal megrivirus,virus,2759413,false,false
Chestnut teal sicinivirus-like virus,Chestnut teal sicinivirus-like virus,virus,2759416,false,false
Rotavirus F,Rotavirus F,virus,183405,false,false
Avastrovirus 2,Avastrovirus 2,virus,1239438,false,false
Duck circovirus,Duck circovirus,virus,324685,false,false
Garrulus glandarius associated circular virus 1,Garrulus glandarius associated circular virus 1,virus,2006642,false,false
Deltacoronavirus sp.,Deltacoronavirus sp.,virus,1911231,false,false
Avipoxvirus isolate Texas,Avipoxvirus isolate Texas,virus,1294114,false,false
Grey teal calicivirus,Grey teal calicivirus,virus,2592487,false,false
Grey teal chaphamaparvovirus,Grey teal chaphamaparvovirus,virus,2759408,false,false
Grey teal gyrovirus,Grey teal gyrovirus,virus,2798291,false,false
Grey teal parvovirus,Grey teal parvovirus,virus,2592488,false,false
Grey teal picobirnavirus X,Grey teal picobirnavirus X,virus,2592489,false,false
Grey teal picobirnavirus y,Grey teal picobirnavirus y,virus,2592491,false,false
Grey teal picobirnavirus Z,Grey teal picobirnavirus Z,virus,2592490,false,false
Rotavirus G,Rotavirus G,virus,183407,false,false
Aalivirus A,Aalivirus A,virus,2169685,false,false
Anatid alphaherpesvirus 1,Anatid alphaherpesvirus 1,virus,104388,false,false
Anser anser polyomavirus 1,Anser anser polyomavirus 1,virus,1891746,false,false
Anseriform dependoparvovirus 1,Anseriform dependoparvovirus 1,virus,1511895,false,false
Avian gyrovirus 13,Avian gyrovirus 13,virus,2781374,false,false
Avian orthoavulavirus 16,Avian orthoavulavirus 16,virus,2560322,false,false
Avian orthoreovirus,Avian orthoreovirus,virus,38170,false,false
Avihepatovirus A,Avihepatovirus A,virus,691956,false,false
Avipoxvirus DX,Avipoxvirus DX,virus,1496300,false,false
Avipoxvirus MZ-2014,Avipoxvirus MZ-2014,virus,1569592,false,false
Avipoxvirus TD,Avipoxvirus TD,virus,1496301,false,false
Avipoxvirus XL,Avipoxvirus XL,virus,1496299,false,false
Duck associated circular virus VC9,Duck associated circular virus VC9,virus,2781378,false,false
