Host_Intermediate,Host,taxid,HostFamily,HostOrder,HostClass
Felis catus,Felis catus,9685,Felidae,Carnivora,Dipnotetrapodomorpha
Felis manul,Otocolobus manul,61408,Felidae,Carnivora,Dipnotetrapodomorpha
Felis margarita,Felis margarita,61378,Felidae,Carnivora,Dipnotetrapodomorpha
Felis nigripes,Felis nigripes,61379,Felidae,Carnivora,Dipnotetrapodomorpha
Felis silvestris,Felis silvestris,9683,Felidae,Carnivora,Dipnotetrapodomorpha
Galerella pulverulenta,Galerella pulverulenta,55052,Herpestidae,Carnivora,Dipnotetrapodomorpha
Galerella sanguinea,Galerella sanguinea,210644,Herpestidae,Carnivora,Dipnotetrapodomorpha
Galictis cuja,Galictis cuja,470561,Mustelidae,Carnivora,Dipnotetrapodomorpha
Galictis vittata,Galictis vittata,204265,Mustelidae,Carnivora,Dipnotetrapodomorpha
Galidia elegans,Galidia elegans,61400,Eupleridae,Carnivora,Dipnotetrapodomorpha
Genetta genetta,Genetta genetta,94190,Viverridae,Carnivora,Dipnotetrapodomorpha
Genetta maculata,Genetta maculata,205595,Viverridae,Carnivora,Dipnotetrapodomorpha
Genetta tigrina,Genetta tigrina,220101,Viverridae,Carnivora,Dipnotetrapodomorpha
Gulo gulo,Gulo gulo,48420,Mustelidae,Carnivora,Dipnotetrapodomorpha
Halichoerus grypus,Halichoerus grypus,9711,Phocidae,Carnivora,Dipnotetrapodomorpha
Helarctos malayanus,Helarctos malayanus,9634,Ursidae,Carnivora,Dipnotetrapodomorpha
Herpestes ichneumon,Herpestes ichneumon,9700,Herpestidae,Carnivora,Dipnotetrapodomorpha
Herpestes javanicus,Urva javanica,140016,Herpestidae,Carnivora,Dipnotetrapodomorpha
Herpestes sanguineus,Galerella sanguinea,210644,Herpestidae,Carnivora,Dipnotetrapodomorpha
Histriophoca fasciata,Phoca fasciata,39088,Phocidae,Carnivora,Dipnotetrapodomorpha
Hyaena hyaena,Hyaena hyaena,95912,Hyaenidae,Carnivora,Dipnotetrapodomorpha
Hydrictis maculicollis,Hydrictis maculicollis,452641,Mustelidae,Carnivora,Dipnotetrapodomorpha
Hydrurga leptonyx,Hydrurga leptonyx,29086,Phocidae,Carnivora,Dipnotetrapodomorpha
Ichneumia albicauda,Ichneumia albicauda,205599,Herpestidae,Carnivora,Dipnotetrapodomorpha
Ictonyx striatus,Ictonyx striatus,55050,Mustelidae,Carnivora,Dipnotetrapodomorpha
Leopardus colocolo,Leopardus colocolo,61406,Felidae,Carnivora,Dipnotetrapodomorpha
Leopardus geoffroyi,Leopardus geoffroyi,46844,Felidae,Carnivora,Dipnotetrapodomorpha
Leopardus pardalis,Leopardus pardalis,32538,Felidae,Carnivora,Dipnotetrapodomorpha
Leopardus tigrinus,Leopardus tigrinus,46842,Felidae,Carnivora,Dipnotetrapodomorpha
Leopardus wiedii,Leopardus wiedii,61382,Felidae,Carnivora,Dipnotetrapodomorpha
Leptailurus serval,Leptailurus serval,61405,Felidae,Carnivora,Dipnotetrapodomorpha
Leptonychotes weddellii,Leptonychotes weddellii,9713,Phocidae,Carnivora,Dipnotetrapodomorpha
Lobodon carcinophaga,Lobodon carcinophaga,101849,Phocidae,Carnivora,Dipnotetrapodomorpha
Lontra canadensis,Lontra canadensis,76717,Mustelidae,Carnivora,Dipnotetrapodomorpha
Lutra lutra,Lutra lutra,9657,Mustelidae,Carnivora,Dipnotetrapodomorpha
Lycalopex culpaeus,Lycalopex culpaeus,68736,Canidae,Carnivora,Dipnotetrapodomorpha
Lycalopex gymnocercus,Lycalopex gymnocercus,425201,Canidae,Carnivora,Dipnotetrapodomorpha
Lycalopex vetulus,Lycalopex vetulus,68734,Canidae,Carnivora,Dipnotetrapodomorpha
Lycaon pictus,Lycaon pictus,9622,Canidae,Carnivora,Dipnotetrapodomorpha
Lynx canadensis,Lynx canadensis,61383,Felidae,Carnivora,Dipnotetrapodomorpha
Lynx lynx,Lynx lynx,13125,Felidae,Carnivora,Dipnotetrapodomorpha
Lynx pardinus,Lynx pardinus,191816,Felidae,Carnivora,Dipnotetrapodomorpha
Lynx rufus,Lynx rufus,61384,Felidae,Carnivora,Dipnotetrapodomorpha
Martes americana,Martes americana,9660,Mustelidae,Carnivora,Dipnotetrapodomorpha
Martes americana caurina,Martes americana caurina,166293,Mustelidae,Carnivora,Dipnotetrapodomorpha
Martes foina,Martes foina,9659,Mustelidae,Carnivora,Dipnotetrapodomorpha
Martes martes,Martes martes,29065,Mustelidae,Carnivora,Dipnotetrapodomorpha
Martes melampus,Martes melampus,36721,Mustelidae,Carnivora,Dipnotetrapodomorpha
Martes pennanti,Martes pennanti,76720,Mustelidae,Carnivora,Dipnotetrapodomorpha
Martes zibellina,Martes zibellina,36722,Mustelidae,Carnivora,Dipnotetrapodomorpha
Meles meles,Meles meles,9662,Mustelidae,Carnivora,Dipnotetrapodomorpha
Mellivora capensis,Mellivora capensis,9664,Mustelidae,Carnivora,Dipnotetrapodomorpha
Melogale moschata,Melogale moschata,204267,Mustelidae,Carnivora,Dipnotetrapodomorpha
Melursus ursinus,Melursus ursinus,9636,Ursidae,Carnivora,Dipnotetrapodomorpha
Mephitis macroura,Mephitis macroura,30547,Mephitidae,Carnivora,Dipnotetrapodomorpha
Mephitis mephitis,Mephitis mephitis,30548,Mephitidae,Carnivora,Dipnotetrapodomorpha
Mirounga angustirostris,Mirounga angustirostris,9716,Phocidae,Carnivora,Dipnotetrapodomorpha
Mirounga leonina,Mirounga leonina,9715,Phocidae,Carnivora,Dipnotetrapodomorpha
Monachus monachus,Monachus monachus,248254,Phocidae,Carnivora,Dipnotetrapodomorpha
Monachus schauinslandi,Neomonachus schauinslandi,29088,Phocidae,Carnivora,Dipnotetrapodomorpha
Mungos mungo,Mungos mungo,210652,Herpestidae,Carnivora,Dipnotetrapodomorpha
Mustela altaica,Mustela altaica,92062,Mustelidae,Carnivora,Dipnotetrapodomorpha
Mustela erminea,Mustela erminea,36723,Mustelidae,Carnivora,Dipnotetrapodomorpha
Mustela frenata,Mustela frenata,55048,Mustelidae,Carnivora,Dipnotetrapodomorpha
Mustela itatsi,Mustela itatsi,36238,Mustelidae,Carnivora,Dipnotetrapodomorpha
Mustela lutreola,Mustela lutreola,9666,Mustelidae,Carnivora,Dipnotetrapodomorpha
Mustela nigripes,Mustela nigripes,77151,Mustelidae,Carnivora,Dipnotetrapodomorpha
Mustela nivalis,Mustela nivalis,36239,Mustelidae,Carnivora,Dipnotetrapodomorpha
Mustela putorius,Mustela putorius,9668,Mustelidae,Carnivora,Dipnotetrapodomorpha
Mustela sibirica,Mustela sibirica,36240,Mustelidae,Carnivora,Dipnotetrapodomorpha
Mustela vison,Neovison vison,452646,Mustelidae,Carnivora,Dipnotetrapodomorpha
Mustelus antarcticus,Mustelus antarcticus,7813,Triakidae,Carcharhiniformes,Chondrichthyes
Mustelus asterias,Mustelus asterias,112232,Triakidae,Carcharhiniformes,Chondrichthyes
Mustelus canis,Mustelus canis,7812,Triakidae,Carcharhiniformes,Chondrichthyes
Mustelus mustelus,Mustelus mustelus,112230,Triakidae,Carcharhiniformes,Chondrichthyes
Mustelus schmitti,Mustelus schmitti,376657,Triakidae,Carcharhiniformes,Chondrichthyes
Nandinia binotata,Nandinia binotata,71115,Nandiniidae,Carnivora,Dipnotetrapodomorpha
Nasua narica,Nasua narica,352831,Procyonidae,Carnivora,Dipnotetrapodomorpha
Nasua nasua,Nasua nasua,9651,Procyonidae,Carnivora,Dipnotetrapodomorpha
Neofelis nebulosa,Neofelis nebulosa,61452,Felidae,Carnivora,Dipnotetrapodomorpha
Neomonachus schauinslandi,Neomonachus schauinslandi,29088,Phocidae,Carnivora,Dipnotetrapodomorpha
Neophoca cinerea,Neophoca cinerea,161930,Otariidae,Carnivora,Dipnotetrapodomorpha
Neovison vison,Neovison vison,452646,Mustelidae,Carnivora,Dipnotetrapodomorpha
Nyctereutes procyonoides,Nyctereutes procyonoides,34880,Canidae,Carnivora,Dipnotetrapodomorpha
Odobenus rosmarus,Odobenus rosmarus,9707,Odobenidae,Carnivora,Dipnotetrapodomorpha
Otaria byronia,Otaria byronia,161932,Otariidae,Carnivora,Dipnotetrapodomorpha
Otaria flavescens,Otaria byronia,161932,Otariidae,Carnivora,Dipnotetrapodomorpha
Otocyon megalotis,Otocyon megalotis,9624,Canidae,Carnivora,Dipnotetrapodomorpha
Pagophilus groenlandicus,Phoca groenlandica,39089,Phocidae,Carnivora,Dipnotetrapodomorpha
Paguma larvata,Paguma larvata,9675,Viverridae,Carnivora,Dipnotetrapodomorpha
Panthera leo,Panthera leo,9689,Felidae,Carnivora,Dipnotetrapodomorpha
Panthera onca,Panthera onca,9690,Felidae,Carnivora,Dipnotetrapodomorpha
Panthera pardus,Panthera pardus,9691,Felidae,Carnivora,Dipnotetrapodomorpha
Panthera tigris,Panthera tigris,9694,Felidae,Carnivora,Dipnotetrapodomorpha
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,71117,Viverridae,Carnivora,Dipnotetrapodomorpha
Paradoxurus zeylonensis,Paradoxurus zeylonensis,643839,Viverridae,Carnivora,Dipnotetrapodomorpha
Phoca largha,Phoca largha,39090,Phocidae,Carnivora,Dipnotetrapodomorpha
Phoca vitulina,Phoca vitulina,9720,Phocidae,Carnivora,Dipnotetrapodomorpha
Phocarctos hookeri,Phocarctos hookeri,34888,Otariidae,Carnivora,Dipnotetrapodomorpha
Potos flavus,Potos flavus,29067,Procyonidae,Carnivora,Dipnotetrapodomorpha
Prionailurus bengalensis,Prionailurus bengalensis,37029,Felidae,Carnivora,Dipnotetrapodomorpha
Prionailurus iriomotensis,Prionailurus iriomotensis,37030,Felidae,Carnivora,Dipnotetrapodomorpha
Prionailurus planiceps,Prionailurus planiceps,61403,Felidae,Carnivora,Dipnotetrapodomorpha
Prionailurus viverrinus,Prionailurus viverrinus,61388,Felidae,Carnivora,Dipnotetrapodomorpha
Procyon cancrivorus,Procyon cancrivorus,92522,Procyonidae,Carnivora,Dipnotetrapodomorpha
Procyon lotor,Procyon lotor,9654,Procyonidae,Carnivora,Dipnotetrapodomorpha
Profelis aurata,Profelis aurata,61412,Felidae,Carnivora,Dipnotetrapodomorpha
Proteles cristata,Proteles cristata,9680,Hyaenidae,Carnivora,Dipnotetrapodomorpha
Puma concolor,Puma concolor,9696,Felidae,Carnivora,Dipnotetrapodomorpha
Puma yagouaroundi,Puma yagouaroundi,1608482,Felidae,Carnivora,Dipnotetrapodomorpha
Pusa caspica,Pusa caspica,693431,Phocidae,Carnivora,Dipnotetrapodomorpha
Pusa hispida,Pusa hispida,9718,Phocidae,Carnivora,Dipnotetrapodomorpha
Pusa sibirica,Pusa sibirica,9719,Phocidae,Carnivora,Dipnotetrapodomorpha
Speothos venaticus,Speothos venaticus,68741,Canidae,Carnivora,Dipnotetrapodomorpha
Spilogale gracilis,Spilogale gracilis,30551,Mephitidae,Carnivora,Dipnotetrapodomorpha
Spilogale putorius,Spilogale putorius,30552,Mephitidae,Carnivora,Dipnotetrapodomorpha
Suricata suricatta,Suricata suricatta,37032,Herpestidae,Carnivora,Dipnotetrapodomorpha
Taxidea taxus,Taxidea taxus,30554,Mustelidae,Carnivora,Dipnotetrapodomorpha
Tremarctos ornatus,Tremarctos ornatus,9638,Ursidae,Carnivora,Dipnotetrapodomorpha
Uncia uncia,Panthera uncia,29064,Felidae,Carnivora,Dipnotetrapodomorpha
Urocyon cinereoargenteus,Urocyon cinereoargenteus,55040,Canidae,Carnivora,Dipnotetrapodomorpha
Urocyon littoralis,Urocyon littoralis,244585,Canidae,Carnivora,Dipnotetrapodomorpha
Ursus americanus,Ursus americanus,9643,Ursidae,Carnivora,Dipnotetrapodomorpha
Ursus arctos,Ursus arctos,9644,Ursidae,Carnivora,Dipnotetrapodomorpha
Ursus maritimus,Ursus maritimus,29073,Ursidae,Carnivora,Dipnotetrapodomorpha
Ursus thibetanus,Ursus thibetanus,9642,Ursidae,Carnivora,Dipnotetrapodomorpha
Urva javanica,Urva javanica,140016,Herpestidae,Carnivora,Dipnotetrapodomorpha
Viverricula indica,Viverricula indica,94196,Viverridae,Carnivora,Dipnotetrapodomorpha
Vulpes chama,Vulpes chama,9626,Canidae,Carnivora,Dipnotetrapodomorpha
Vulpes corsac,Vulpes corsac,9629,Canidae,Carnivora,Dipnotetrapodomorpha
Vulpes ferrilata,Vulpes ferrilata,561074,Canidae,Carnivora,Dipnotetrapodomorpha
Vulpes lagopus,Vulpes lagopus,494514,Canidae,Carnivora,Dipnotetrapodomorpha
Vulpes macrotis,Vulpes macrotis,9630,Canidae,Carnivora,Dipnotetrapodomorpha
Vulpes velox,Vulpes velox,9631,Canidae,Carnivora,Dipnotetrapodomorpha
Vulpes vulpes,Vulpes vulpes,9627,Canidae,Carnivora,Dipnotetrapodomorpha
Vulpes zerda,Vulpes zerda,68732,Canidae,Carnivora,Dipnotetrapodomorpha
Zalophus californianus,Zalophus californianus,9704,Otariidae,Carnivora,Dipnotetrapodomorpha
Zalophus wollebaeki,Zalophus wollebaeki,419013,Otariidae,Carnivora,Dipnotetrapodomorpha
Addax nasomaculatus,Addax nasomaculatus,59515,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Aepyceros melampus,Aepyceros melampus,9897,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Alcelaphus buselaphus,Alcelaphus buselaphus,59517,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Alces alces,Alces alces,9852,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Alces americanus,Alces americanus,999462,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Ammotragus lervia,Ammotragus lervia,9899,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Antidorcas marsupialis,Antidorcas marsupialis,59523,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Antilocapra americana,Antilocapra americana,9891,Antilocapridae,Artiodactyla,Dipnotetrapodomorpha
Antilope cervicapra,Antilope cervicapra,59525,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Axis axis,Axis axis,30531,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Axis porcinus,Axis porcinus,57737,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Babyrousa babyrussa,Babyrousa babyrussa,41806,Suidae,Artiodactyla,Dipnotetrapodomorpha
Balaena mysticetus,Balaena mysticetus,27602,Balaenidae,Artiodactyla,Dipnotetrapodomorpha
Balaenoptera acutorostrata,Balaenoptera acutorostrata,9767,Balaenopteridae,Artiodactyla,Dipnotetrapodomorpha
Balaenoptera borealis,Balaenoptera borealis,9768,Balaenopteridae,Artiodactyla,Dipnotetrapodomorpha
Balaenoptera edeni,Balaenoptera edeni,9769,Balaenopteridae,Artiodactyla,Dipnotetrapodomorpha
Balaenoptera physalus,Balaenoptera physalus,9770,Balaenopteridae,Artiodactyla,Dipnotetrapodomorpha
Beatragus hunteri,Beatragus hunteri,59527,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Bison bison,Bison bison,9901,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Bison bonasus,Bison bonasus,9902,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Blastoceros dichotomus,Blastocerus dichotomus,248133,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Blastocerus dichotomus,Blastocerus dichotomus,248133,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Bos frontalis,Bos frontalis,30520,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Bos grunniens,Bos grunniens,30521,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Bos grunniens mutus,Bos mutus,72004,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Bos javanicus,Bos javanicus,9906,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Bos taurus,Bos taurus,9913,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Bos taurus indicus,Bos indicus,9915,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Boselaphus tragocamelus,Boselaphus tragocamelus,9917,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Bubalus bubalis,Bubalus bubalis,89462,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Bubalus carabanensis,Bubalus carabanensis,346063,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Budorcas taxicolor,Budorcas taxicolor,37181,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Camelus bactrianus,Camelus bactrianus,9837,Camelidae,Artiodactyla,Dipnotetrapodomorpha
Camelus dromedarius,Camelus dromedarius,9838,Camelidae,Artiodactyla,Dipnotetrapodomorpha
Capra caucasica,Capra caucasica,72540,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Capra falconeri,Capra falconeri,48167,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Capra hircus,Capra hircus,9925,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Capra hircus aegagrus,Capra aegagrus,9923,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Capra ibex,Capra ibex,72542,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Capra nubiana,Capra nubiana,72543,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Capra pyrenaica,Capra pyrenaica,80419,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Capreolus capreolus,Capreolus capreolus,9858,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Capricornis crispus,Capricornis crispus,9966,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Capricornis sumatraensis,Capricornis sumatraensis,34865,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Capricornis swinhoei,Capricornis swinhoei,34866,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Cephalophus callipygus,Cephalophus callipygus,129223,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Cephalophus dorsalis,Cephalophus dorsalis,97360,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Cephalophus leucogaster,Cephalophus leucogaster,70738,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Cephalophus natalensis,Cephalophus natalensis,69299,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Cephalophus niger,Cephalophus niger,129226,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Cephalophus nigrifrons,Cephalophus nigrifrons,129227,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Cephalophus rufilatus,Cephalophus rufilatus,129230,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Cephalophus silvicultor,Cephalophus silvicultor,50347,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Cephalophus weynsi,Cephalophus weynsi,129232,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Cephalophus zebra,Cephalophus zebra,129233,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Cervus elaphus,Cervus elaphus,9860,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Cervus nippon,Cervus nippon,9863,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Choeropsis liberiensis,Hexaprotodon liberiensis,56798,Hippopotamidae,Artiodactyla,Dipnotetrapodomorpha
Connochaetes gnou,Connochaetes gnou,59528,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Connochaetes taurinus,Connochaetes taurinus,9927,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Dama dama,Dama dama,30532,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Damaliscus lunatus,Damaliscus lunatus,9929,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Damaliscus pygargus,Damaliscus pygargus,9931,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Delphinapterus leucas,Delphinapterus leucas,9749,Monodontidae,Artiodactyla,Dipnotetrapodomorpha
Delphinus delphis,Delphinus delphis,9728,Delphinidae,Artiodactyla,Dipnotetrapodomorpha
Elaphodus cephalophus,Elaphodus cephalophus,109298,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Elaphurus davidianus,Elaphurus davidianus,43332,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Eschrichtius robustus,Eschrichtius robustus,9764,Eschrichtiidae,Artiodactyla,Dipnotetrapodomorpha
Eubalaena australis,Eubalaena australis,160595,Balaenidae,Artiodactyla,Dipnotetrapodomorpha
Eudorcas thomsonii,Eudorcas thomsonii,69308,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Feresa attenuata,Feresa attenuata,103592,Delphinidae,Artiodactyla,Dipnotetrapodomorpha
Gazella cuvieri,Gazella cuvieri,69301,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Gazella dorcas,Gazella dorcas,37751,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Gazella gazella,Gazella gazella,69302,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Gazella leptoceros,Gazella leptoceros,69303,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Gazella spekei,Gazella spekei,69307,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Gazella subgutturosa,Gazella subgutturosa,59529,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Giraffa camelopardalis,Giraffa camelopardalis,9894,Giraffidae,Artiodactyla,Dipnotetrapodomorpha
Globicephala macrorhynchus,Globicephala macrorhynchus,38241,Delphinidae,Artiodactyla,Dipnotetrapodomorpha
Globicephala melas,Globicephala melas,9731,Delphinidae,Artiodactyla,Dipnotetrapodomorpha
Grampus griseus,Grampus griseus,83653,Delphinidae,Artiodactyla,Dipnotetrapodomorpha
Hemitragus jemlahicus,Hemitragus jemlahicus,37179,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Hexaprotodon liberiensis,Hexaprotodon liberiensis,56798,Hippopotamidae,Artiodactyla,Dipnotetrapodomorpha
Hippopotamus amphibius,Hippopotamus amphibius,9833,Hippopotamidae,Artiodactyla,Dipnotetrapodomorpha
Hippotragus equinus,Hippotragus equinus,37186,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Hippotragus niger,Hippotragus niger,37189,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Hydropotes inermis,Hydropotes inermis,9883,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Hylochoerus meinertzhageni,Hylochoerus meinertzhageni,673354,Suidae,Artiodactyla,Dipnotetrapodomorpha
Indopacetus pacificus,Indopacetus pacificus,221924,Ziphiidae,Artiodactyla,Dipnotetrapodomorpha
Inia geoffrensis,Inia geoffrensis,9725,Iniidae,Artiodactyla,Dipnotetrapodomorpha
Kobus ellipsiprymnus,Kobus ellipsiprymnus,9962,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Kobus kob,Kobus kob,59530,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Kobus leche,Kobus leche,59531,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Kobus megaceros,Kobus megaceros,59532,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Kogia breviceps,Kogia breviceps,27615,Physeteridae,Artiodactyla,Dipnotetrapodomorpha
Lagenodelphis hosei,Lagenodelphis hosei,103594,Delphinidae,Artiodactyla,Dipnotetrapodomorpha
Lagenorhynchus acutus,Lagenorhynchus acutus,90246,Delphinidae,Artiodactyla,Dipnotetrapodomorpha
Lagenorhynchus albirostris,Lagenorhynchus albirostris,27610,Delphinidae,Artiodactyla,Dipnotetrapodomorpha
Lagenorhynchus obliquidens,Lagenorhynchus obliquidens,90247,Delphinidae,Artiodactyla,Dipnotetrapodomorpha
Lagenorhynchus obscurus,Lagenorhynchus obscurus,27611,Delphinidae,Artiodactyla,Dipnotetrapodomorpha
Lama glama,Lama glama,9844,Camelidae,Artiodactyla,Dipnotetrapodomorpha
Litocranius walleri,Litocranius walleri,69311,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Madoqua kirkii,Madoqua kirkii,66434,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Madoqua saltiana,Madoqua saltiana,1027994,Bovidae,Artiodactyla,Dipnotetrapodomorpha
Mazama americana,Mazama americana,43334,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Mazama nana,Mazama nana,397613,Cervidae,Artiodactyla,Dipnotetrapodomorpha
Mesoplodon bidens,Mesoplodon bidens,48745,Ziphiidae,Artiodactyla,Dipnotetrapodomorpha
